Durationinseconds,ResponseId,Age,Gender,HL,Race,Race_5_TEXT,Education,Income,BER_P,BER_N,StressorDesc,PSE_P,PSE_N,A1,A2,A3,A4,A5,A6,A1_P,A1_N,A2_P,A2_N,A3_P,A3_N,A4_P,A4_N,A5_P,A5_N,A6_P,A6_N,PRE_P,PRE_N,DES_1NPS,DES_2NPS,DES_3NPS,DES_4CPN,DES_5PNS,DES_6CPN,DES_7CPN,DES_8PNS,DES_9PNS,DES_10CPN,DES_11PNS,ValuingHS_1,ValuingHS_2,ValuingHS_3,ValuingHS_4,ValuingHS_5,ValuingHS_6,ValuingHS_7,EgoRS_1,EgoRS_2,EgoRS_3,EgoRS_4,EgoRS_5,EgoRS_6,EgoRS_7,EgoRS_8,EgoRS_9,EgoRS_10,EgoRS_11,EgoRS_12,EgoRS_13,EgoRS_14,OPTIMISM_1,OPTIMISM_2,OPTIMISM_3,OPTIMISM_4,OPTIMISM_5,OPTIMISM_6,OPTIMISM_7,OPTIMISM_8,OPTIMISM_9,OPTIMISM_10,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,PS_8,PR_1,PR_2,EXTRAVERSION_1,EXTRAVERSION_2,EXTRAVERSION_3,EXTRAVERSION_4,EXTRAVERSION_5,EXTRAVERSION_6,EXTRAVERSION_7,EXTRAVERSION_8,EXTRAVERSION_9,EXTRAVERSION_10,EXTRAVERSION_11,EXTRAVERSION_12,TMES_1ME,TMES_2ME,TMES_3ME,TMES_4ME,TMES_5ME,TMES_6ME,TMES_7ME,TMES_8ME,TMES_9ME,TMES_10ME,TMES_11ME,TMES_12ME,TMES_13ME,TMES_14P,TMES_15P,TMES_16P,TMES_17P,TMES_18P,TMES_19N,TMES_20N,TMES_21N,TMES_22N,TMES_23N,TMES_24NEUT,TMES_25NEUT,PROLIFIC_PID,A1Positive,A2Positive,A3Positive,A4Positive,A5Positive,A6Positive,A1Negative,A2Negative,A3Negative,A4Negative,A5Negative,A6negative,A1_M,A2_M,A3_M,A4_M,A5_M,A6_M,Optimism,Extraversion,TotalP,TotalN,TotalM,Resilience,Positivity,DES_NPS,DES_CPN,DES_PNS,TMES_ME,TMES_P,TMES_N,TMES_NEUT,ValuingHappiness,PositiveReappraisal
743,R_3jZo64YZKOAvJE5,19,2,2,1, ,1,9,7,3,"Covid-related experiences have been my entire college experience, and I am still in college. I began college fall of 2020, we had to wear masks to class and in all buildings, and after 3 weeks, everyone on campus got sent home. I stayed through request, but campus was empty, all of my classes were online, and I didn't really know anyone. Having all of my classes online and being virtually isolated did monumental damage to my grades and mental health. I lived at home second semester, still doing online classes. Now, as a sophomore, online classes are still present but much more manageable. I had to get covid tested every week of fall and the first few weeks of spring semester since I am unvaccinated. While a lot of the covid policies at my university have been revised or removed, the structure of college is still very different than what it was before covid.",5,4,It is very hard to meet new people,It is difficult to get help with my classes,Online classes make learning more difficult depending on the class,I cannot have a normal social life,"I am scared of getting covid, but because I will miss my in-person classes and the university attendance policy is horrific",I would like for life to go back to normal,0,10,0,5,3,5,1,9,0,10,8,2,5,3,7,7,7,7,7,7,7,7,7,7,6,4,3,1,4,5,2,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,2,2,4,5,4,2,3,3,4,6,4,5,1,4,6,6,6,4,4,4,4,4,3,4,4,2,4,5,5,2,5,3,2,5,4,3,5,3,3,3,2,5,5,5,3,2,4,4,2,2,3,4,2,4,4,3,6108971792f94a1be7dbb0ab,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,19,46,1,3,0,51,38,21,28,27,48,15,15,7,23,8
751,R_p46Dob8odwF0QIF,46,1,2,1, ,1,1,7,0,The Covid situation I'm feeling right now is I just got my booster shot and I'm extremely aching and sore asshole my cousin hast to get his shot so that he can travel,7,0,My arm is still aching,My cousin doesn't want the shot,I am glad I'm done getting vaccinated,Hopefully I will not have to do it again,Hopefully my cousin needs all three,My girlfriend still needs her booster,0,2,1,1,10,0,5,1,2,0,1,2,7,0,6,6,6,6,6,6,6,5,5,6,5,2,2,5,6,6,6,4,2,2,1,2,3,3,1,1,2,4,3,1,3,3,1,1,5,2,5,4,0,1,0,1,1,6,2,1,4,2,2,2,1,2,3,2,4,1,3,5,3,3,3,2,2,2,3,1,3,1,2,2,2,1,4,2,3,3,3,2,1,3,3,2,2,3,4,3,4,5,3,616cf9ae07c1c6bd05d95beb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,1,0,0,31,20,18,24,21,30,11,16,8,31,3
571,R_1i2298wELbCBWqg,21,2,2,1, ,2,9,2,8,"i am in school and we are back in person which is exciting but also feels weird because my school is full of very ""woke"" people who hate that we are back in person and they will basically bully you if you don't wear a mask even though the mask mandate ended.",2,8,i am worried about getting covid,i miss my family,i miss going to parties,school feels less fulfilling,i do not do much with my day,the future is scary,0,10,0,10,0,10,0,10,1,9,3,7,2,8,7,7,7,7,7,7,7,7,7,7,7,5,3,3,6,6,6,5,4,2,2,2,1,1,2,2,2,2,2,2,1,3,4,4,0,2,5,2,2,5,2,2,5,7,5,1,3,5,5,5,3,3,2,2,2,2,2,2,2,3,2,4,2,2,4,2,3,3,4,3,3,2,2,3,3,4,3,2,4,3,2,3,3,3,4,2,3,4,3,60fcb8dd8973c23767efec22,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,12,27,0,6,0,28,36,21,28,28,39,14,15,7,34,6
733,R_3iFkSC2xy8kSdbQ,23,2,2,1, ,2,7,7,3,I wasn't allowed to go outside and now I've become anxious to leave the house and find it very hard to leave.,7,3,I am feeling anxious,I stay inside almost all the time,I don't buy groceries often,I'm low on food,I order food,I feel cooped up,0,10,0,10,0,10,0,10,7,3,0,10,7,3,7,7,7,7,5,7,7,5,6,7,5,6,7,1,7,5,7,6,4,2,1,2,2,1,1,4,3,4,2,1,1,1,1,1,0,1,5,5,0,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,3,2,3,3,1,2,3,3,4,5,3,1,2,2,1,2,4,5,5,5,4,5,1,5fc6c29c3639800a0199ad8d,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,8,16,1,5,0,29,10,21,28,21,35,8,23,6,39,2
3977,R_1r98d6KHNM70zxG,24,2,2,1, ,4,9,8,1,I am dealing with the move to no masks in my daily life as the restrictions are limited. Masks are now optional for people I interact with daily and everyone is free to make whatever choice regarding their use. It's making me hopeful that we are moving towards a more stable part of the pandemic and some semblance of life prior to 2020,7,1,I am not really thinks of it,It does present a sort of odd feeling though,I am hopeful,I am less concerned than I was before,I want other people to still be safe,I am nervous for the situation to get worse again,0,0,4,3,9,1,7,2,3,5,1,5,7,1,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,7,1,3,3,4,3,4,4,4,3,2,4,3,3,3,4,4,5,5,2,5,5,4,3,5,3,5,6,6,6,5,6,6,6,6,3,3,5,5,5,5,4,5,4,5,5,5,5,5,4,3,3,2,3,4,2,3,3,3,4,4,3,4,4,4,4,4,1,2,3,1,2,2,2,6110adafb1d4c7d900fa346d,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,58,2,0,0,48,47,21,28,28,41,20,9,4,19,6
831,R_12r0HOT03to7m6s,27,2,2,1, ,1,9,9,2,We just got the green flag by our governor that we don’t have to wear masks in public anymore. I’m really happy to be done with all this,8,2,I am happy to get rid of masks,I’m glad my son doesn’t have to wear masks to school,It’s nice to be able to smile at people again,I don’t like that we still have to wear them at doctors appointments,No more mask related acne,I have to start getting ready more now that people can see my whole face,10,0,10,0,10,0,0,10,10,0,4,6,9,1,6,5,5,5,5,5,5,6,6,5,5,2,5,2,4,6,5,7,2,4,4,3,1,2,2,3,2,3,3,3,2,3,4,3,0,4,4,2,0,4,0,2,2,6,5,1,5,5,6,5,4,4,4,2,5,2,2,2,1,4,2,3,2,4,4,2,2,2,3,2,3,3,3,3,3,2,2,4,2,5,4,3,3,2,5,2,4,3,2,610790e286844c36e02f906c,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,10,33,4,2,0,37,35,16,20,22,34,18,16,5,31,8
867,R_3dKyMkf8FvboYMd,31,2,2,1, ,2,3,7,2,COVID has given me the opportunity to go back to school and get my Bachelor's degree. Since graduating I am in the process of applying to graduate school in the hopes of getting my Master's in School Counseling. I do not think I would be where I am not without COVID.,7,2,Nervous for graduate school,feeling overwhelmed,Not knowing the future,Grateful for the support system I have,Worried about the cost,Looking for a job do have during school,5,5,2,7,1,6,10,0,0,6,0,4,3,6,7,7,7,7,7,7,7,7,7,7,7,4,5,3,5,3,4,2,4,2,2,2,2,3,2,1,3,4,2,2,2,2,3,1,2,3,5,5,2,2,2,3,5,6,5,3,4,5,4,4,3,3,3,2,4,1,4,2,1,3,3,2,3,4,4,3,5,5,4,5,4,3,4,3,5,5,5,3,2,4,3,2,2,5,5,3,3,5,3,61fa93bb5719bc09cb834d7c,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,15,32,1,3,0,33,36,21,28,28,55,14,18,8,26,6
800,R_1rJmWVhlGL2HNGt,34,2,2,4, ,1,7,8,1,"Currently I've been donating plasma to a plasma center, and I am surrounded by a lot of people constantly coming in and out and being turned away for having high temperature and coughs, so I'm just paranoid that I've put myself at a higher risk of contracting covid due to a higher exposure to sick people.",8,1,I am fearful of getting sick.,I think about taking extra precautions to avoid getting sick.,I am paranoid about catching covid.,I am glad that I haven't caught covid yet.,"The plasma center seems to be keeping things sanitary, which make me feel less anxious.",I leave my house less.,2,8,10,0,3,10,10,0,10,0,3,0,8,2,6,7,7,7,7,7,7,5,4,7,6,1,1,1,7,7,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,1,2,5,4,4,3,5,3,4,6,2,5,1,5,6,7,5,3,4,3,3,5,2,4,2,2,5,2,3,5,5,3,3,4,3,5,5,5,5,3,5,5,5,5,2,2,3,2,1,3,3,5,1,1,4,2,606160bf0555181b9aabd129,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,19,41,3,2,0,54,37,20,28,22,56,10,13,6,23,7
666,R_1C1GGxeijvTo2n5,34,2,2,1, ,2,9,7,3,"I am currently pregnant with my third child with my husband and last week I had my 26 week appointment with my doctor. Because of covid restrictions my husband has not been able to attend any dr appointments in person, had to skip the anatomy scan and was not allowed to attend this recent visit. We also are under the impression he will not be able to attend any future visits until the birth of the child.",6,3,I'm scared something will be wrong and ill find out by myself,Im sad that I experience this without my husband,Im glad my dr is taking precautions to protect the health of myself and my baby,I look forward to the birth in the hospital so my husband can join me,Im glad that I'm not the only person experiencing this,The night before an appointment is exhausting and makes me very anxious,0,10,0,6,10,0,10,0,5,5,0,8,6,4,7,7,7,7,7,7,7,7,6,6,6,5,1,1,5,5,1,1,4,2,1,3,4,2,1,1,2,4,2,4,3,2,2,2,5,2,4,2,0,2,0,2,5,7,6,5,3,5,7,6,3,3,2,5,4,2,5,4,2,5,4,4,4,4,4,2,4,3,5,4,3,4,4,3,4,5,5,4,3,4,3,2,3,3,5,2,1,3,4,62029959ef1cb18a1337c447,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11,45,2,3,0,35,44,21,27,26,50,16,14,7,19,6
720,R_3Rdr7BJtJhghguD,30,2,2,3, ,2,9,5,5,It has been surprisingly difficult to adjust back to life before covid happened. I'm so used to wearing a mask and keeping a distance now.,5,6,I am happy I have a job,I have a hard time socializing,I worry about my finances,It is hard to reach out to friends,I think about the political climate,I am happy I have a balance of work and home,9,1,3,6,2,7,2,8,3,9,8,2,5,4,6,6,6,7,6,6,7,5,6,7,5,5,2,5,6,5,3,2,3,3,3,2,4,1,3,3,3,3,3,2,3,4,3,4,2,3,4,5,1,3,0,4,5,5,5,2,4,5,5,5,3,2,2,4,2,1,2,1,2,1,2,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,4,2,616c67fb68f7841abb442300,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,13,25,2,4,0,40,36,18,27,22,39,15,13,6,28,5
1094,R_2xz0bHltxH3js1t,30,2,2,1, ,3,4,6,1,"COVID affected a charity project that I am currently working on. It affected funding, zeal and continuity of the project. I am still experiencing the effect of that drawback at this time",5,5,I am losing faith in the project,I am losing zeal,I am trying to hold onto some positivity,I am channeling my energy into other events,I feel like I let down the beneficiaries of the project,I am looking forward to how the tides will turn for good on this,0,5,0,5,5,1,6,0,0,8,6,2,3,4,4,4,2,2,5,4,4,4,3,4,3,4,2,4,4,4,2,2,4,4,2,3,3,4,3,4,3,4,3,3,4,3,3,3,0,5,4,3,3,2,3,5,6,6,6,3,6,6,6,6,3,3,4,4,4,2,4,5,2,5,5,2,3,5,3,2,3,2,3,2,3,3,3,3,2,3,2,3,4,4,4,3,3,3,2,2,2,3,3,5d38f983242a6f000156bbc1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,45,2,1,0,47,45,10,14,15,34,18,12,6,22,6
797,R_1l3k55B7M2YmZO0,50,1,2,1, ,1,1,3,8," A close friend has gotten covid and had to be hospitalized for a week. At the beginning of the pandemic, this person joked about my wife and I taking so many precautions. Same person refused to take the vaccine, and eventually we had to tell her to stop coming over to our house so we could maintain a level of risk control. Recently ran into this person and they told me how they almost died from covid and are now fully vaccinated.",4,6,anger at friends aren't taking the necessary steps to protect themselves from covid,scared of a resurgence in Covid with the new varient,i am alert to changing situations and dangers from the pandemic,i am sorry for all the loss and suffering people have gone through,I am angry at antivaxxers and internet experts and the damage they cause with their opinions,I am excited about the new advances in treatment for covid,3,7,4,6,5,6,1,8,0,9,8,2,4,6,5,5,4,5,3,5,5,5,5,6,6,4,5,5,7,3,4,5,3,3,3,2,4,1,3,3,3,2,4,3,2,2,2,4,0,2,3,2,1,1,0,4,4,6,5,2,3,3,5,6,3,4,2,3,4,2,3,2,1,4,2,2,3,2,3,3,4,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,2,3,5,2,5,4,4,5dccb82a76eab294aa4837ff,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,9,30,1,5,0,38,34,14,21,19,45,15,17,8,33,7
289,R_1Cyc7SlkSyLhCq6,31,1,2,1, ,2,5,5,3,When I am with family I generally tend to feel more happy and in peace in my life but when something unexpected occurs I feel very anxious in life.,7,3,I am worried will have side affects from COVID,I worry about my finances,I wonder if the economy will ever recover,I am nervous that if we see more outbreaks things will get back to worse again,I will feel very stressed,I tend to be scared if something bad happens,7,3,4,8,6,4,5,4,4,5,6,4,6,2,4,6,6,5,6,3,4,5,5,4,5,5,2,5,5,7,6,6,4,3,2,4,2,1,3,4,4,3,3,4,3,2,3,4,0,3,4,3,2,2,1,3,5,6,4,3,6,4,5,5,3,3,4,2,3,2,5,1,3,2,2,3,3,4,3,2,4,2,2,2,2,3,1,3,4,4,3,3,4,4,3,3,2,2,4,2,2,3,1,55c664aefdf99b5cd4c4e618,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,34,3,1,0,42,38,16,16,21,35,17,12,4,36,6
630,R_2zTqTgHUg1s8yuA,34,2,2,2, ,1,5,4,7,I ended up getting covid and i was very stressed out that i wouldn't get over the sickness at all. I worried that my family would catch it but they didn't.,4,7,I worried about my family,i was upset i wouldn't get over covid,i was scared i was going to give it to m family,i felt i might end up in the hospital,i felt it was going to get to the point i wouldn't be able to breathe,i was nervous my fever wouldn't go down,3,7,4,5,4,6,2,7,3,5,3,5,4,7,6,5,4,7,5,7,6,5,5,6,6,3,5,4,6,5,7,5,3,3,2,3,4,1,2,1,3,4,2,1,2,4,4,5,2,3,4,2,2,1,5,4,4,6,4,1,3,4,5,4,3,2,1,3,1,1,1,1,1,3,1,1,1,1,2,4,2,3,3,4,1,2,3,4,3,3,4,3,4,3,2,5,3,3,2,2,3,5,2,6234c1abfc04a4163c09a78f,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,20,16,0,3,0,35,31,15,26,21,38,17,13,7,35,5
555,R_1cXS0MlYkuiyra7,18,1,2,3, ,1,4,5,1,My family was supposed to visit our home country last year but were unable to because of covid related travel restrictions. Covid was really bad in the other country and they put the place on lockdown,5,1,Unable to see family,Unable to attend funeral,Can't leave the house,Parents are sad,Stuck at home all day,Boring summer,1,9,0,8,4,7,0,10,2,8,2,8,5,2,5,4,5,6,6,6,6,6,7,7,6,1,2,6,6,3,4,2,3,4,2,3,3,1,3,2,3,4,4,2,2,4,2,3,1,2,4,5,0,4,0,4,3,5,3,2,2,4,2,2,3,3,2,1,2,1,2,2,1,3,2,2,4,2,4,1,2,3,2,2,2,2,4,2,3,3,2,3,4,4,2,3,2,3,4,1,3,5,2,60fb22ce3a5f8652a3d55705,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,9,24,0,6,0,40,23,14,25,25,32,16,13,7,24,6
659,R_b3ElT6XUrNBIH4Z,51,1,2,1, ,2,9,8,2,My employer is forcing us to return to the office 50% if the time. This is spite of the fact that there is a high probability of another Covid wave coming soon. I feel that my employee is putting us at an unnecessary risk.,6,4,Looking forward to seeing  coworkers again,Worried about exposure at work,Worried about possible long covid,Worried about unvaccinated coworkers,I’m going to have to wear a mask to feel safe,I’m going to need more hand sanitizer,8,2,1,10,0,10,1,9,3,7,4,6,6,4,6,7,7,7,6,6,6,6,6,7,6,5,3,3,5,6,5,2,3,2,2,3,4,2,4,4,3,4,4,3,2,2,4,4,2,4,3,3,2,4,3,4,5,7,7,3,6,7,7,6,3,3,1,4,2,1,2,5,1,4,3,2,4,4,3,2,4,2,3,3,3,3,5,4,3,3,3,4,3,4,3,4,3,2,3,1,2,4,2,6157a19a19a618c6119bf7d7,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,19,33,1,5,0,42,48,20,26,24,41,18,11,6,29,6
1128,R_1P6Jc6ihxzEMlY3,54,2,2,1, ,2,9,8,0,"Before COVID I worked from home 2 days a week which I enjoyed. As soon as COVID hit, that immediately changed to full time working from home.  I wasn’t sure how I would feel about it, but realized I loved working from home full time. However, with things opening up and relaxing with COVID now, I have to return to the office 2 days a week. It is less frequently than before COVID, but I still am really disappointed about the return to the office. I have found so much joy in working from home full time.",7,1,I am going to miss not having a commute at the beginning/end of my day.,"I am going to miss working in really casual clothing every day (jeans/sweats, etc).",I am going to miss having my pets around me all day.,"Once I mentally adjust to being in the office a couple days a week, I hope to find that I enjoy the face to face interaction more than I currently anticipate.",I am not looking forward to having to meal plan more consistently the days I am in the office.,"Our office is moving to a new building soon. I hope that will be something that brings joy by being in the updated environment, which is also closer to home than my current office location.",2,7,0,7,0,6,4,0,4,4,6,0,3,7,6,5,6,5,6,6,6,6,6,6,6,2,2,1,4,5,2,3,3,4,3,3,2,1,2,2,3,3,3,4,1,4,4,4,3,4,5,2,3,5,2,5,6,7,7,3,6,7,7,7,3,3,4,3,5,2,2,1,2,3,1,3,3,4,3,3,2,2,3,2,3,2,3,4,2,3,2,4,4,5,4,4,1,2,3,2,2,3,3,60fc980347f8917e0c93d90f,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,21,33,1,3,0,38,50,17,23,24,34,21,10,6,19,6
741,R_3CCOdv2xH2Skc31,34,1,2,1, ,2,9,9,3,My uncle was very sick with COVID and almost died in the ICU. This was about 1 year ago. He is still not back to normal and has chronic fatigue.,7,4,I am wondering about my own mortality.,"I am wondering why this happened to my uncle, who was in great health.",I am uncertain whether my uncle will ever recover.,I wonder if mentally he will begin to deteriorate and go through depression.,I imagine how my aunt might feel about her husband suffereing from fatigue and depression.,I wonder how many others are suffering similarly.,5,5,0,0,5,5,0,8,0,3,1,7,5,5,7,7,7,7,7,7,7,7,7,7,7,1,1,1,3,5,1,2,2,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,5,3,5,6,6,7,4,7,7,7,7,3,2,3,3,3,4,4,5,4,4,5,3,3,5,3,2,2,3,2,3,2,1,2,2,3,2,2,4,5,5,4,5,1,2,3,1,3,2,3,5c4d1a6c9ce35100019dbc88,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,46,0,2,0,49,51,21,28,28,29,23,10,5,14,5
2145,R_1NaZu5E8y1UREE2,30,1,2,2, ,3,3,6,3,"My aunt wants to plan a birthday party for my nephew who is turning 10, but she is concerned about the gathering of our family. All of the adults are vaccinated to my knowledge, but it still has her anxious. I want to try and convince her to still have the event, but I would feel very guilty if anyone got Covid after.",5,5,I want to see my family,I want to stay healthy,I want my aunt to be comfortable with our plans.,I want my nephew to enjoy himself.,I want COVID to go away!,I think family gatherings are good for everyone.,8,6,6,4,6,4,8,1,4,8,9,0,7,4,5,6,5,5,4,7,7,5,4,6,5,5,6,5,6,4,5,6,3,2,2,3,3,3,4,3,3,4,2,3,3,2,3,2,1,4,4,4,1,3,0,3,4,4,3,4,5,5,4,5,3,3,5,4,2,3,4,4,2,5,4,4,4,2,4,3,4,4,3,4,3,2,3,3,5,5,4,3,3,4,4,3,2,3,4,2,2,3,4,59b700a26039190001eaa9df,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,12,43,4,1,1,40,34,16,25,18,47,17,13,7,37,6
607,R_3Oogk9L8lGOvRo0,39,1,2,1, ,2,9,9,1,People are still wearing masks even though the mandates have been lifted.  I see them wearing the masks so I guess it's personal in that way??,9,1,people,masks,walking around,I don't know why they wear masks,they are kind of annoying,I don't really care,0,1,0,5,0,1,0,1,0,4,0,1,9,1,4,4,4,4,4,4,4,4,6,4,4,5,4,6,2,7,3,7,3,4,4,3,2,4,3,3,3,2,4,3,3,3,4,4,2,4,4,4,2,4,2,4,6,6,6,4,6,6,6,6,3,2,4,4,4,3,4,5,4,4,5,3,5,4,3,2,2,2,2,2,3,2,4,3,4,2,2,3,3,4,4,4,2,2,2,2,3,2,2,5c060efc891bb4000121c377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,0,0,0,44,46,12,16,18,33,18,11,4,34,5
437,R_tPrQYLgdjClXykp,32,1,2,1, ,3,9,6,2,I have a COVID situation presently where I would like to visit my elderly grandfather without guilt. I work with a large number of people in person so I know there is a risk associated with COVID. I would not want to inadvertently pass COVID to my grandfather.,5,3,I feel nervous pretty frequently.,I cannot fully enjoy large gatherings.,I do not feel comfortable visiting elderly loved ones.,I do not comfortable being around immunocompromised people.,I question how safe other people have been.,I find myself worrying more frequently at night.,2,5,2,5,1,6,2,5,3,5,2,7,4,3,4,6,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5,3,3,3,3,3,2,2,3,3,4,4,3,2,3,3,3,1,3,4,3,1,3,1,3,5,5,5,3,5,5,5,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,4,3,3,3,3,3,3,2,3,4,2,3,3,3,5ecbdb9194a726075eb697c2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,35,0,2,0,41,38,15,19,19,41,15,14,6,30,6
626,R_1qevApXPWeNsF36,31,2,2,5,Romanian,1,4,7,2,Right now people are still contracting the virus but it is a much smaller number. It is less contagious than the other strains were. A lot of people has got the vaccine so that has helped. Mask mandate has been lifted except in government buildings i think.,7,2,Easter id coming up and i am nervous about seeing people on that day,I am going to have to move soon and the stress of traveling has worried me,I am not happy about the dropping of the mask mandate so now when i go out nobody is wearing masks. it makes me nervous,I havent seen my family in a while due to the pandemic it is stressful,I do have to go buy books for a course i am taking i am excited to go to the book store yet worried about the virus,Work has been good that now i work from home due to the virus,5,5,8,2,1,9,0,8,8,2,10,2,7,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,5,6,1,2,4,3,2,3,1,3,1,4,3,4,2,4,3,3,4,5,1,4,4,3,1,5,3,4,7,6,5,2,5,6,4,5,4,4,2,1,2,1,1,1,1,3,2,4,1,4,3,1,3,3,2,3,3,2,4,3,3,3,2,3,4,4,3,4,2,3,2,2,3,3,1,5ffd0c9a38e1701dd161d59b,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,17,23,3,2,0,40,40,18,24,24,35,18,12,4,17,8
1197,R_8CTEQpG1RD0pMzv,30,2,2,1, ,4,9,7,0,"I am currently experiencing our school going masks optional, and the hardest part is trying to make sure that my students feel completely comfortable with whatever choice they make",6,0,Making a decision to keep my family safe,Respectful of students choices,Thinking of my comfort level,Doing the laundry,Keeping my health in check,Wanting to go back to normal,7,0,8,0,7,0,6,1,6,0,6,3,5,2,5,5,5,5,4,4,3,5,4,4,4,5,5,1,6,5,5,4,4,2,1,3,3,3,2,2,2,4,2,3,2,2,2,3,0,2,4,4,1,3,2,3,4,5,5,3,6,5,4,5,3,3,2,3,3,2,3,3,2,3,2,2,3,4,4,1,2,3,2,2,3,4,4,4,3,3,3,3,3,3,3,3,2,2,4,1,3,4,3,5383def8fdf99b5111d7ccf2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,32,6,0,0,35,37,15,16,17,38,15,12,7,31,6
1264,R_3GvubxmIMugTsxw,33,3,2,1, ,2,3,5,3,"Recently, I learned that my company was no longer providing weekly covid tests. I work at an agency that manages group homes. While they said it was because of new CDC guidelines, the real reason was that too many staff were testing positive and being sent home. If a staff was asymptomatic or working in a house that had already been exposed, they wanted them to keep working. Otherwise, we could not maintain our legal ratio and would have no caregivers.

During the high point of the omicron surge, I had to work 55 hours in a row without leaving because all other staff for my house had covid. As soon as those staff had passed their 5 day mark since their positive test, the company wanted them back at work.

I felt such a blatant disregard for our safety, and the safety of the individuals we serve. I was upset with the company for failing to adequately staff their houses. We are underpaid and I do not blame people for leaving the company. They are not providing enough support or incentives for their workers.",3,10,Stress that I will get the people I take care of sick,Strain on my mental health,Trouble falling asleep,feeling bleak about our chances of things getting better,Feeling overworked and wanting to quit my job,Sadness that I have missed out on time with my grandmother because of social distancing (she was moved into a nursing home and I could not visit).,0,10,1,10,1,10,0,10,3,10,0,10,3,9,7,7,7,7,6,7,7,7,7,7,6,5,2,3,7,6,4,6,4,4,4,2,4,2,3,4,4,3,4,4,2,1,4,3,0,2,5,4,1,2,2,4,5,6,5,1,5,5,6,5,3,3,4,2,4,3,3,2,1,2,4,4,2,5,3,3,3,4,2,3,3,3,5,5,4,4,5,4,4,4,5,3,2,3,3,3,3,3,4,5d1804fa1a4be70001636be9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13,36,0,6,0,45,38,21,28,26,47,20,14,7,33,6
